Ticket subject,Ticket Type,Ticket priority,Module,Product
Change Request - CRF-18606 - Lia's Cakes in Season,Task,Normal,SSO,Sprout Payroll
Instacash Error,Task,Normal,InstaCash: Payments,Sprout Instacash
Change Request - CRF-18607 - Lia's Cakes in Season,Task,Normal,Contact Information,Sprout HR
Change Request - CRF-18607 - Lia's Cakes in Season,Task,Normal,Contact Information,Sprout Payroll
Change Request - CRF-18607 - Lia's Cakes in Season,Task,Normal,SSO,Sprout HR
Change Request - CRF-18607 - Lia's Cakes in Season,Task,Normal,SSO,Sprout Payroll
Change Request - CRF-18607 - Lia's Cakes in Season,Task,Normal,Users,Sprout HR
Change Request - CRF-18607 - Lia's Cakes in Season,Task,Normal,Users,Sprout Payroll
DEVELOPMENTEX ASIA RHQ/ SPROUT SSO ACTIVATION,Problem,Normal,Others,Sprout HR
DEVELOPMENTEX ASIA RHQ/ SPROUT SSO ACTIVATION,Problem,Normal,Others,Sprout Payroll
DEVELOPMENTEX ASIA RHQ/ SPROUT SSO ACTIVATION,Problem,Normal,SSO,Sprout HR
DEVELOPMENTEX ASIA RHQ/ SPROUT SSO ACTIVATION,Problem,Normal,SSO,Sprout Payroll
SPROUT LATENCY ISSUES,Problem,Urgent,Downtime,Sprout HR
SPROUT LATENCY ISSUES,Problem,Urgent,Downtime,Sprout Payroll
Holiday Pay Concern | New Davao Famous Restaurant Corporation,Problem,Normal,Attendance Report,Sprout HR
Holiday Pay Concern | New Davao Famous Restaurant Corporation,Problem,Normal,Holidays,Sprout HR
Gushcloud: Sprout Payroll - Deminimis & BYOD Allowance,Problem,Normal,Recurring Adjustments,Sprout Payroll
Sprout HR Account Creation - URBIA - urbia.hrhub.ph,Task,Normal,Account Creation,Sprout HR
Sprout HR Account Creation - URBIA - urbia.hrhub.ph,Task,Normal,Account Creation,Sprout Payroll
RE: Sprout Access Issue,Problem,Low,Account Lockout,Sprout HR
Change Request -  - At1ndahan Inc.,Task,Normal,Activation,Sprout Mobile
Change Request -  - At1ndahan Inc.,Task,Normal,Geotagging,Sprout Mobile
Viskase - Biometric Logs Syncing,Problem,Normal,My Biologs / My Attendance Logs,Sprout HR
Change Request - CRF-18608 - Pascual Pharma Corp. and Excelis Corp.,Task,Normal,Biometrics Device,Sprout HR
SPROUT_LEGAL HOLIDAY & OVERTIME PAY,Problem,Normal,Attendance Management,Sprout HR
SPROUT_LEGAL HOLIDAY & OVERTIME PAY,Problem,Normal,Attendance Management,Sprout Payroll
SPROUT_LEGAL HOLIDAY & OVERTIME PAY,Problem,Normal,Attendance Report,Sprout HR
SPROUT_LEGAL HOLIDAY & OVERTIME PAY,Problem,Normal,Attendance Report,Sprout Payroll
SPROUT_LEGAL HOLIDAY & OVERTIME PAY,Problem,Normal,Holidays,Sprout HR
SPROUT_LEGAL HOLIDAY & OVERTIME PAY,Problem,Normal,Holidays,Sprout Payroll
SPROUT_LEGAL HOLIDAY & OVERTIME PAY,Problem,Normal,Manage Schedule,Sprout HR
SPROUT_LEGAL HOLIDAY & OVERTIME PAY,Problem,Normal,Manage Schedule,Sprout Payroll
SPROUT_LEGAL HOLIDAY & OVERTIME PAY,Problem,Normal,OT Rates,Sprout HR
SPROUT_LEGAL HOLIDAY & OVERTIME PAY,Problem,Normal,OT Rates,Sprout Payroll
SPROUT_LEGAL HOLIDAY & OVERTIME PAY,Problem,Normal,Overtimes,Sprout HR
SPROUT_LEGAL HOLIDAY & OVERTIME PAY,Problem,Normal,Overtimes,Sprout Payroll
SPROUT_LEGAL HOLIDAY & OVERTIME PAY,Problem,Normal,Work Schedule,Sprout HR
SPROUT_LEGAL HOLIDAY & OVERTIME PAY,Problem,Normal,Work Schedule,Sprout Payroll
"Re: Sprout Concern: OT setup I Request feedback not later than tomorrow, 18 April 2024",Non Support,Low,Non - Support,Sprout HR
SLMP | Resolution Center - appear as missing logs' but w/ complete actual attendance,Problem,Normal,Attendance Report,Sprout HR
SLMP | Resolution Center - appear as missing logs' but w/ complete actual attendance,Problem,Normal,Work Schedule,Sprout HR
Create and Reach VA Services: Module Error Sync,Problem,Normal,Departments,Sprout HR
Create and Reach VA Services: Module Error Sync,Problem,Normal,Employee Profile,Sprout HR
PAYROLL ISSUE: Night Shift cross-over to Rest Day and Holiday,Problem,Normal,Attendance Report,Sprout HR
PAYROLL ISSUE: Night Shift cross-over to Rest Day and Holiday,Problem,Normal,Backend Policy,Sprout HR
PAYROLL ISSUE: Night Shift cross-over to Rest Day and Holiday,Problem,Normal,Holidays,Sprout HR
Optional Holiday for Regular Holiday,Problem,Normal,Attendance Report,Sprout HR
Optional Holiday for Regular Holiday,Problem,Normal,Holidays,Sprout HR
Optional Holiday for Regular Holiday,Problem,Normal,Schedule Adjustment Application,Sprout HR
Optional Holiday for Regular Holiday,Problem,Normal,Work Schedule,Sprout HR
Cannot Receive Password Reset Link,Problem,Normal,SSO,Sprout HR
Guevents - Cant Receive Password Reset email,Problem,Normal,Email Notification,Sprout HR
Guevents - Cant Receive Password Reset email,Problem,Normal,Email Notification,Sprout Payroll
Guevents - Cant Receive Password Reset email,Problem,Normal,Login,Sprout HR
Guevents - Cant Receive Password Reset email,Problem,Normal,Login,Sprout Payroll
Guevents - Cant Receive Password Reset email,Problem,Normal,SSO,Sprout HR
Guevents - Cant Receive Password Reset email,Problem,Normal,SSO,Sprout Payroll
Change Request -  - Skyheglobal Inc.,Task,Normal,Geofencing,Sprout Mobile
instacash not deducted,Problem,Normal,Instacash Widget,Sprout Instacash
"RIVINGTON PARTNERS TECHNOLOGY DEVELOPMENT CORP - Sprout HR - Edit, Cancel, and Delete Function not available",Problem,Normal,Schedule Adjustments,Sprout HR
"RIVINGTON PARTNERS TECHNOLOGY DEVELOPMENT CORP - Sprout HR - Edit, Cancel, and Delete Function not available",Problem,Normal,Work Schedule,Sprout HR
"Change Request - CRF-18609 - PSG Global Solutions, Inc.",Task,Normal,Work Schedule,Sprout HR
For Deletion_Incorrect Plotting of New Default Schedule_Batch 55,Task,Normal,Work Schedule,Sprout HR
Subject: Loan Reference Code 093-35-01201-0 | UPDATE TAGGING,Problem,Normal,Instacash Widget,Sprout Instacash
Subject: Loan Reference Code 093-35-01201-0 | UPDATE TAGGING,Problem,Normal,InstaCash: Payments,Sprout Instacash
Pontoon Ph. Sprout Loan,Problem,Normal,InstaCash: Payments,Sprout Instacash
Kuehne + Nagel | HR | Sprout Reporting Line Concern,Problem,Normal,Approval Levels,Sprout HR
Fwd: CLOCK IN: 4/22/2024 AT 8:13 PM,Problem,Normal,Email Notification,Sprout HR
Fwd: CLOCK IN: 4/22/2024 AT 8:13 PM,Problem,Normal,Login,Sprout HR
Fwd: CLOCK IN: 4/22/2024 AT 8:13 PM,Problem,Normal,SSO,Sprout HR
SVC - SPROUT - DEPT TRANSFER ERROR,Problem,Normal,Departments,Sprout HR
SVC - SPROUT - DEPT TRANSFER ERROR,Problem,Normal,Employee Profile,Sprout HR
GABI: Logs not captured - Arrah May Manlapaz,Problem,Normal,Attendance Report,Sprout HR
GABI: Logs not captured - Arrah May Manlapaz,Problem,Normal,Backend Policy,Sprout HR
GABI: Logs not captured - Arrah May Manlapaz,Problem,Normal,Biologs,Sprout HR
Loan not updated,Problem,Normal,Instacash Widget,Sprout Instacash
Loan not updated,Problem,Normal,InstaCash: Payments,Sprout Instacash
Re: Your SSO Activation Reminder: What You Need to Know,Question,Normal,Others,Sprout HR
Re: Your SSO Activation Reminder: What You Need to Know,Question,Normal,Others,Sprout Payroll
Re: Your SSO Activation Reminder: What You Need to Know,Question,Normal,SSO,Sprout HR
Re: Your SSO Activation Reminder: What You Need to Know,Question,Normal,SSO,Sprout Payroll
InstaCash Payment Status,Task,Normal,InstaCash: Payments,Sprout Instacash
Edit Payroll Period Start,Question,Low,Payroll Information,Sprout HR
Edit Payroll Period Start,Question,Low,Timesheet Lock,Sprout HR
Report Issue: [Instacash - Something went wrong],Problem,Normal,Instacash Widget,Sprout Instacash
Report Issue: [Instacash - Something went wrong],Problem,Normal,Loans,Sprout Instacash
Msocial -Update an Approved OT,Problem,Normal,Login,Sprout HR
TMDPH Inc.Sprout HR: Timekeeping,Problem,Normal,Attendance Report,Sprout HR
TMDPH Inc.Sprout HR: Timekeeping,Problem,Normal,Work Schedule,Sprout HR
"Re: Sprout Concern: OT setup I Request feedback not later than tomorrow, 18 April 2024",Non Support,Low,Non - Support,Sprout HR
Change Request - CRF-18610 - Mober Technology PTE Inc,Task,Normal,Mobile App Device Registration (Link/Unlink/Add/Remove),Sprout Mobile
Change Request -  - Carpo Law and Associates,Task,Normal,Activation,Sprout Mobile
Change Request -  - Carpo Law and Associates,Task,Normal,Geotagging,Sprout Mobile
Sprout Payroll : Employee Status in Final Pay Processing,Enhancement,Normal,Employment Status,Sprout Payroll
Change Request - CRF-18611 - Hafele Philippines Inc.,Task,Normal,Activation,Sprout Mobile
Change Request - CRF-18611 - Hafele Philippines Inc.,Task,Normal,Geotagging,Sprout Mobile
Change Request - CRF-18612 - Aprio Philippines Incorporated,Task,Normal,Backend Policy,Sprout HR
RE: Request for Sprout HR access,Question,Normal,Access Levels,Sprout HR
KMC Masterfile 04/23/2024,Task,Normal,Employee List Report,Sprout HR
Re: Sprout Inaccessibility,Problem,High,Email Notification,Sprout HR
Re: Sprout Inaccessibility,Problem,High,Login,Sprout HR
Re: Sprout Inaccessibility,Problem,High,SSO,Sprout HR
Sprout HR - Erroneous CTO entries,Problem,Normal,Compensatory Time Off,Sprout HR
Sprout HR - Erroneous CTO entries,Problem,Normal,Leave Application,Sprout HR
Sprout HR - Erroneous CTO entries,Problem,Normal,Overtime Application,Sprout HR
Sprout HR - Erroneous CTO entries,Problem,Normal,Overtimes,Sprout HR
Change Request - CRF-18613 - SUMO Services Corporation,Task,Normal,Activation,Sprout HR
Change Request - CRF-18613 - SUMO Services Corporation,Task,Normal,Compensatory Time Off,Sprout HR
Biometric Device,Problem,Normal,Attendance Management,Sprout HR
Biometric Device,Problem,Normal,Biologs,Sprout HR
Biometric Device,Problem,Normal,Biometrics Device,Sprout HR
Change Request - CRF-18614 - VTSA INTERNATIONAL INC.,Task,Normal,Geofencing,Sprout Mobile
Sprout HR: Server Issue,Problem,Normal,Login,Sprout Mobile
ACCESS DENIED FOR SPROUT PAYROLL ACCOUNT,Problem,Normal,Current Payroll Information,Sprout HR
ACCESS DENIED FOR SPROUT PAYROLL ACCOUNT,Problem,Normal,Current Payroll Information,Sprout Payroll
ACCESS DENIED FOR SPROUT PAYROLL ACCOUNT,Problem,Normal,Login,Sprout HR
ACCESS DENIED FOR SPROUT PAYROLL ACCOUNT,Problem,Normal,Login,Sprout Payroll
ACCESS DENIED FOR SPROUT PAYROLL ACCOUNT,Problem,Normal,SSO,Sprout HR
ACCESS DENIED FOR SPROUT PAYROLL ACCOUNT,Problem,Normal,SSO,Sprout Payroll
Change Request -  - Edukasyon.ph,Task,Normal,Backend Policy,Sprout Payroll
Re: Sprout Payroll Inquiry,Problem,Normal,Adjustment Template,Sprout Payroll
URGENT | CEVI - Profile Editing of Users,Problem,High,Access Levels,Sprout HR
URGENT | CEVI - Profile Editing of Users,Problem,High,Employee Profile,Sprout HR
FW: ACTION NEEDED: Certificate of Attendance Application by GRACE ANN LEJARDE,Question,Low,Certificates of Attendance,Sprout HR
"Re: Sprout Concern: OT setup I Request feedback not later than tomorrow, 18 April 2024",Problem,Normal,Overtime Application,Sprout HR
"Re: Sprout Concern: OT setup I Request feedback not later than tomorrow, 18 April 2024",Problem,Normal,Overtimes,Sprout HR
"MAPLECREST GROUP, INC. - Customer Success Manager (CSM)",Question,Normal,Activation,Sprout HR
"MAPLECREST GROUP, INC. - Customer Success Manager (CSM)",Question,Normal,Activation,Sprout Payroll
"MAPLECREST GROUP, INC. - Customer Success Manager (CSM)",Question,Normal,SSO,Sprout HR
"MAPLECREST GROUP, INC. - Customer Success Manager (CSM)",Question,Normal,SSO,Sprout Payroll
Re: Change Request - CRF-18185 - Deel International,Task,Normal,Reactivation,Sprout HR
Re: Change Request - CRF-18185 - Deel International,Task,Normal,Reactivation,Sprout Insight
Re: Change Request - CRF-18185 - Deel International,Task,Normal,Reactivation,Sprout Instacash
Re: Change Request - CRF-18185 - Deel International,Task,Normal,Reactivation,Sprout Mobile
Re: Change Request - CRF-18185 - Deel International,Task,Normal,Reactivation,Sprout Payroll
Re: Change Request - CRF-18185 - Deel International,Task,Normal,Reactivation,Sprout Pulse
Re: Change Request - CRF-18185 - Deel International,Task,Normal,Users,Sprout HR
Re: Change Request - CRF-18185 - Deel International,Task,Normal,Users,Sprout Insight
Re: Change Request - CRF-18185 - Deel International,Task,Normal,Users,Sprout Instacash
Re: Change Request - CRF-18185 - Deel International,Task,Normal,Users,Sprout Mobile
Re: Change Request - CRF-18185 - Deel International,Task,Normal,Users,Sprout Payroll
Re: Change Request - CRF-18185 - Deel International,Task,Normal,Users,Sprout Pulse
"Change Request - CRF-18615 - Equicom Services, Inc.",Task,Normal,Biometrics Device,Sprout HR
"Re: Change Request - CRF-18506 - Intelligent Beauty Skin, Inc. (Belo Medical Group)",Question,Low,SSO,Sprout Payroll
Request deletion of registered account,Problem,Normal,Mobile App Device Registration (Link/Unlink/Add/Remove),Sprout Mobile
URGENT: ALL Employees has a Payroll Role,Problem,Normal,Access Levels,Sprout HR
URGENT: ALL Employees has a Payroll Role,Problem,Normal,Current Payroll Information,Sprout HR
Re: REGISTRATION OF NEW BIOMETRIC DEVICE TO SPROUT,Task,Normal,Biometrics Device,Sprout HR
Account - No Link Receive,Problem,Normal,Others,Sprout HR
Account - No Link Receive,Problem,Normal,Others,Sprout Payroll
Account - No Link Receive,Problem,Normal,SSO,Sprout HR
Account - No Link Receive,Problem,Normal,SSO,Sprout Payroll
Change Request - CRF-18616 - Northern builders,Task,Normal,Biometrics Device,Sprout HR
ACTION REQUIRED: INACCESSIBLE SPROUT PAYROLL SYSTEM,Problem,Normal,Login,Sprout Payroll
Espa-Fil Import and Export Corp. - Pending Feature Requests,Enhancement,Normal,Admin Dashboard,Sprout HR
Espa-Fil Import and Export Corp. - Pending Feature Requests,Enhancement,Normal,Admin Dashboard,Sprout Payroll
Espa-Fil Import and Export Corp. - Pending Feature Requests,Enhancement,Normal,Approval Center,Sprout HR
Espa-Fil Import and Export Corp. - Pending Feature Requests,Enhancement,Normal,Approval Center,Sprout Payroll
Espa-Fil Import and Export Corp. - Pending Feature Requests,Enhancement,Normal,My Payroll Summary,Sprout HR
Espa-Fil Import and Export Corp. - Pending Feature Requests,Enhancement,Normal,My Payroll Summary,Sprout Payroll
Espa-Fil Import and Export Corp. - Pending Feature Requests,Enhancement,Normal,Others,Sprout HR
Espa-Fil Import and Export Corp. - Pending Feature Requests,Enhancement,Normal,Others,Sprout Payroll
Change Request - CRF-18617 - ITFAQ,Task,Normal,Backend Policy,Sprout Payroll
Change Request - CRF-18618 - UpRush Social Geekers,Task,Normal,Backend Policy,Sprout Payroll
Fwd: FCC SPROUT CONCERNS &,Problem,Normal,Manage Schedule,Sprout HR
Fwd: FCC SPROUT CONCERNS &,Problem,Normal,Manage Schedule,Sprout Payroll
Fwd: FCC SPROUT CONCERNS &,Problem,Normal,Payroll - Company Profile,Sprout HR
Fwd: FCC SPROUT CONCERNS &,Problem,Normal,Payroll - Company Profile,Sprout Payroll
Fwd: FCC SPROUT CONCERNS &,Problem,Normal,Work Schedule,Sprout HR
Fwd: FCC SPROUT CONCERNS &,Problem,Normal,Work Schedule,Sprout Payroll
Fwd: Need assistance URGENT: Initiate SSO Activation Today - Deadline Approaching,Question,Normal,Activation,Sprout HR
Fwd: Need assistance URGENT: Initiate SSO Activation Today - Deadline Approaching,Question,Normal,Activation,Sprout Payroll
Fwd: Need assistance URGENT: Initiate SSO Activation Today - Deadline Approaching,Question,Normal,SSO,Sprout HR
Fwd: Need assistance URGENT: Initiate SSO Activation Today - Deadline Approaching,Question,Normal,SSO,Sprout Payroll
HOLIDAY ABSENT,Problem,Normal,Attendance Management,Sprout HR
HOLIDAY ABSENT,Problem,Normal,Attendance Report,Sprout HR
HOLIDAY ABSENT,Problem,Normal,Holidays,Sprout HR
Meeting Request (SSS Deduction discrepancy),Problem,Normal,SSS Contribution,Sprout Payroll
Change Request - CRF-18619 - VMNP Consumer Goods Trading,Task,Normal,Others,Sprout HR
Change Request - CRF-18619 - VMNP Consumer Goods Trading,Task,Normal,Others,Sprout Payroll
Change Request - CRF-18619 - VMNP Consumer Goods Trading,Task,Normal,SSO,Sprout HR
Change Request - CRF-18619 - VMNP Consumer Goods Trading,Task,Normal,SSO,Sprout Payroll
Taisei Philippines - Payroll - Call assistance needed for Holiday pay and adjustment concerns,Question,Low,Holidays,Sprout Payroll
Taisei Philippines - Payroll - Call assistance needed for Holiday pay and adjustment concerns,Question,Low,One-time Adjustments,Sprout Payroll
"Good day, Experts!

With regards to the ticket  (#...",Problem,Normal,Login,Sprout HR
"Good day, Experts!

With regards to the ticket  (#...",Problem,Normal,Login,Sprout Payroll
"Good day, Experts!

With regards to the ticket  (#...",Problem,Normal,Others,Sprout HR
"Good day, Experts!

With regards to the ticket  (#...",Problem,Normal,Others,Sprout Payroll
"Good day, Experts!

With regards to the ticket  (#...",Problem,Normal,SSO,Sprout HR
"Good day, Experts!

With regards to the ticket  (#...",Problem,Normal,SSO,Sprout Payroll
URGENT: Not receiving Password Reset Link,Problem,Normal,Email Notification,Sprout HR
BRAND GALLERY PACKAGING WORLD INC (BRA12) HR PAYROLL,Question,Normal,General Ledger,Sprout Payroll
Account - No Link Receive,Problem,High,Change Password,Sprout HR
Account - No Link Receive,Problem,High,Email Notification,Sprout HR
Account - No Link Receive,Problem,High,SSO,Sprout HR
ZIP Financial Technologies - Sprout Payroll - Contribution is not accurate,Problem,Normal,SSS Contribution,Sprout Payroll
Change Request - CRF-18620 - Kinden Phils. Corporation,Task,Normal,Others,Sprout HR
Change Request - CRF-18620 - Kinden Phils. Corporation,Task,Normal,Work Schedule,Sprout HR
Bladegrass ITMS - Admin does not have Current Payroll Information Tab,Problem,Normal,Access Levels,Sprout HR
